Obs Type,Source,Species,Lat,Lon
OBIS,USNM,Bathypolypus bairdii,44.61700058,-66.51699829
OBIS,,Bathypolypus bairdii,34.66109848,-75.24440002
OBIS,USNM,Bathypolypus bairdii,29.88299942,-80.18299866
OBIS,USNM,Bathypolypus bairdii,39.98749924,-70.60832977
OBIS,,Bathypolypus bairdii,41.76670074,-69.11669922
OBIS,USNM,Bathypolypus bairdii,42.21699905,-68.78299713
OBIS,,Bathypolypus bairdii,41.94169998,-67.95829773
OBIS,USNM,Bathypolypus bairdii,40.06666946,-69.4916687
OBIS,USNM,Bathypolypus bairdii,44.11700058,-66.55000305
OBIS,USNM,Bathypolypus bairdii,37.13056183,-74.57221985
OBIS,USNM,Bathypolypus bairdii,39.86700058,-70.38300323
OBIS,USNM,Bathypolypus bairdii,40.51699829,-67.875
OBIS,USNM,Bathypolypus bairdii,40.03332901,-70.44999695
OBIS,USNM,Bathypolypus bairdii,40.22082901,-69.48750305
OBIS,,Bathypolypus bairdii,39.9878006,-70.3082962
OBIS,,Bathypolypus bairdii,53.1875,-54.07500076
OBIS,USNM,Bathypolypus bairdii,38.75,-73.01332855
OBIS,USNM,Bathypolypus bairdii,43.73300171,-67.66699982
OBIS,USNM,Bathypolypus bairdii,37.86700058,-74.05000305
OBIS,USNM,Bathypolypus bairdii,38.66699982,-73.08300018
OBIS,USNM,Bathypolypus bairdii,42.29999924,-68.63300323
OBIS,,Bathypolypus bairdii,35.75830078,-74.80000305
OBIS,USNM,Bathypolypus bairdii,41.34999847,-70.81700134
OBIS,,Bathypolypus bairdii,33.70000076,-76
OBIS,USNM,Bathypolypus bairdii,36.26699829,-74.75
OBIS,USNM,Bathypolypus bairdii,39.95000076,-70.61699677
OBIS,USNM,Bathypolypus bairdii,38.83332825,-72.91667175
OBIS,,Bathypolypus bairdii,41.57500076,-65.90830231
OBIS,USNM,Bathypolypus bairdii,41.36700058,-70.81700134
OBIS,USNM,Bathypolypus bairdii,29.78333092,-80.09583282
OBIS,,Bathypolypus bairdii,44.91329956,-55.7317009
OBIS,USNM,Bathypolypus bairdii,42.63299942,-70.47499847
OBIS,,Bathypolypus bairdii,39.88330078,-70.97170258
OBIS,USNM,Bathypolypus bairdii,39.76667023,-71.08332825
OBIS,USNM,Bathypolypus bairdii,40.83300018,-66.63300323
OBIS,USNM,Bathypolypus bairdii,33.41699982,-77.34999847
OBIS,,Bathypolypus bairdii,41.79999924,-68.26670074
OBIS,USNM,Bathypolypus bairdii,42.5,-70.5
OBIS,USNM,Bathypolypus bairdii,33.55833054,-76.51699829
OBIS,USNM,Bathypolypus bairdii,43.53300095,-61.48300171
OBIS,,Bathypolypus bairdii,43.15499878,-51.13169861
OBIS,USNM,Bathypolypus bairdii,42.51699829,-67.15000153
OBIS,USNM,Bathypolypus bairdii,39.93299866,-70.80000305
OBIS,USNM,Bathypolypus bairdii,39.9458313,-70.84166718
OBIS,USNM,Bathypolypus bairdii,39.96699905,-70.09999847
OBIS,USNM,Bathypolypus bairdii,42.81700134,-67.90000153
OBIS,USNM,Bathypolypus bairdii,39.82500076,-71.16667175
OBIS,USNM,Bathypolypus bairdii,38.84999847,-74.75
OBIS,USNM,Bathypolypus bairdii,39.95000076,-70.86699677
OBIS,USNM,Bathypolypus bairdii,40.09999847,-68.63300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.93333435,-68.03333282
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.26233292,-74.0573349
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.14444733,-67.24677277
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.1875267,-67.8506012
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.82697678,-68.41799927
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.19271088,-69.19224548
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.31666565,-69.34999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.51666641,-67.96666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.44943237,-67.39969635
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.09078217,-68.10499573
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.6166687,-68.28333282
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.346035,-67.48497009
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.16699982,-67
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.20616531,-69.82133484
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.89437103,-68.88235474
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.37123489,-67.90715027
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.19756317,-67.30319977
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.23337173,-70.25298309
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.40000153,-70.03333282
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.5,-67.08300018
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.70092392,-67.42505646
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.0192337,-68.44528961
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.33300018,-67.25
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.68244553,-67.2233963
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.26871872,-67.2009201
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.22683334,-66.90383148
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.6198349,-69.58916473
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.18783188,-67.47983551
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.89665604,-68.72333527
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.60816574,-68.64633179
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.14222717,-67.30969238
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,36.00405121,-74.78113556
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,37.09570694,-74.55210114
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06259537,-67.84459686
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06666565,-68.8833313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.32166672,-67.49666595
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.81663895,-67.29541016
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.15163422,-67.49515533
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.09607697,-66.91586304
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.16049957,-69.34683228
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.80772018,-68.04082489
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.03099823,-69.14316559
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.72600174,-68.13249969
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.54999924,-68.65000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.81666565,-67.34999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.6513176,-68.41149139
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.24266434,-69.58203125
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.44809341,-70.51343536
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.89650726,-69.41078949
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.85404968,-67.88272095
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.74016571,-68.22850037
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.23113251,-66.67165375
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.77814484,-70.36282349
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.19636536,-67.14016724
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.59999847,-72
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.50849915,-67.1780014
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.27418137,-70.58193207
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.3491478,-66.76420593
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.40000153,-69.33333588
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.81666565,-70.3666687
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.18333435,-68.53333282
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.63325119,-68.88093567
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.70000076,-68.51699829
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.81666565,-68.71666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,36.16516876,-74.76950073
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.93413544,-68.53888702
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.84362411,-68.40050507
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.11233139,-70.28233337
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,36.92663956,-74.62683105
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.27037048,-67.21647644
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.32983398,-72.22599792
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,37.55456543,-74.29998016
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.82481766,-66.99878693
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.02615356,-68.24468994
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.31546783,-69.86706543
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.68916702,-69.62916565
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.93898392,-70.03566742
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.23333359,-68.03333282
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.55552673,-67.8059082
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.02466202,-68.34459686
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.73019791,-68.24462128
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.45000076,-67.18333435
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.86642838,-66.58707428
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.62786102,-67.0046463
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.17703629,-68.77098083
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.83300018,-71.36699677
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.48165131,-70.43441772
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.17575073,-69.94249725
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.85718155,-69.40013123
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.68333435,-68.15000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.09049988,-68.09383392
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.20000076,-73.66699982
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,36.32916641,-74.77346802
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.60144043,-68.77339935
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.17449951,-66.7646637
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.52041245,-68.22633362
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.1059494,-69.30639648
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.07008743,-68.03132629
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.31677246,-67.31330872
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.48604965,-67.48532867
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.18333435,-68.55000305
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.69549942,-70.31916809
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.97835159,-70.3762207
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.61134338,-68.71105957
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.85116959,-68.65731812
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.07647705,-67.568573
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.41696548,-67.67676544
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.99740219,-68.20059967
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.22352982,-67.78147125
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.74794769,-70.00017548
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.40000153,-70.05000305
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.06700134,-68.68299866
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.22266769,-67.52916718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.05768585,-67.24865723
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.10492325,-67.41721344
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.55833054,-68.76993561
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.93915558,-68.87483215
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.92977905,-68.63412476
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.16867447,-69.92638397
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.83333206,-67.5
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.73333359,-69.1333313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.72541809,-67.80218506
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.53298187,-66.8126297
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.15000153,-68.8833313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.79999924,-67.25
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.50766754,-67.61862183
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06015396,-67.85432434
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.15903091,-66.71284485
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.73041534,-67.48170471
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.65950012,-68.46366882
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.23333359,-67
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.06245804,-67.28413391
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.63339996,-69.10029602
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.09498215,-67.73752594
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.09999847,-70.06666565
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.34683228,-67.64280701
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.22200012,-69.11949921
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.73040771,-67.64625549
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,37.10498047,-74.5503006
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.32500076,-69.47816467
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.86427307,-67.40921021
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.05636215,-67.87355042
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.56700134,-71.94999695
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.97433472,-67.74549866
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.22132874,-67.77089691
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.26566696,-69.01950073
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.31946564,-69.71066284
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.18616867,-66.73951721
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.65000153,-69.1333313
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.24106216,-66.98107147
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.97581863,-69.3838501
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.15174866,-67.19034576
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.43733215,-68.01049805
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.14438629,-70.16984558
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.25873566,-67.3427124
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.09999847,-68.63300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.72654343,-66.76019287
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,37.93533325,-73.94450378
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.79999924,-69.5
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.28250885,-67.52826691
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.81434631,-67.67395782
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.40183258,-70.07233429
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.95000076,-70.86699677
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.23118973,-69.37496185
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.59999847,-69.44999695
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.35271454,-67.66108704
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.18893433,-66.94202423
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.60848999,-67.63089752
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.06241989,-67.335495
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.06783295,-67.50183105
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.27104187,-69.17932129
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.82889175,-67.86119843
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.93505859,-68.74150848
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.56833267,-70.31800079
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.55593491,-69.38130188
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.2733345,-67.60216522
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.06233215,-67.85583496
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.49202347,-68.13295746
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.14645386,-67.74621582
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.18483353,-67.02317047
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.27446747,-67.7060318
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.31864929,-67.01528168
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.31666565,-68.21666718
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.26919556,-66.77810669
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.05751038,-67.98678589
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.96699905,-69.38300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.34283447,-67.0613327
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.61292267,-67.24546051
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.51666641,-68.65000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.93299866,-69.86699677
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.8397789,-66.82652283
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.14796829,-67.77508545
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,36,-74.78333282
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.77416611,-69.007164
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.23049927,-67.97616577
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.61332321,-69.60982513
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.2706871,-68.38072968
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.84999847,-67.05000305
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.92200089,-70.20950317
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.10800171,-66.84466553
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.75711823,-68.44947052
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.86700058,-70.38300323
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.34999847,-68.93333435
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.63466644,-66.84999847
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.91666794,-68.16666412
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,39.93999863,-69.34033203
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.70657349,-68.06213379
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.60438156,-69.24171448
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.97837067,-67.6086731
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.35729599,-67.47817993
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.48333359,-70.51667023
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.90577698,-67.32752991
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.60591888,-67.94810486
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.02355194,-68.71968079
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.15000153,-69.08333588
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.93762589,-68.98163605
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.21090317,-66.45626068
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.17718124,-68.54710388
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.8996315,-68.48591614
OBIS,SMCC,Bathypolypus bairdii,43.5340004,-70.25700378
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.54440308,-68.43201447
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.96020126,-70.42803955
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.27483368,-68.65916443
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.09524918,-67.68730927
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.95216751,-68.40399933
